1006.txt	686
47.txt	1614
1049.txt	1456
532.txt	5072
1376.txt	552
1677.txt	943
1320.txt	3217
1333.txt	2611
1290.txt	1300
1461.txt	63
203.txt	267
246.txt	781
1348.txt	948
878.txt	4036
374.txt	2507
547.txt	1903
1162.txt	2170
707.txt	652
1207.txt	293
331.txt	7180
660.txt	430
1335.txt	989
174.txt	2988
1477.txt	94
1892.txt	122
448.txt	505
405.txt	3830
806.txt	1387
705.txt	8
1434.txt	6164
1177.txt	2333
748.txt	275
433.txt	777
1864.txt	1593
1991.txt	1025
146.txt	1659
561.txt	717
1736.txt	4346
189.txt	950
1779.txt	1392
1061.txt	3532
131.txt	701
1835.txt	762
606.txt	1606
1878.txt	539
6.txt	2192
1276.txt	79
649.txt	121
75.txt	534
861.txt	384
32.txt	483
304.txt	162
275.txt	371
1535.txt	1192
1306.txt	363
232.txt	955
1277.txt	698
834.txt	1016
1578.txt	236
1234.txt	1384
347.txt	1888
460.txt	3478
1607.txt	21837
633.txt	4317
505.txt	3916
676.txt	100
849.txt	1438
1076.txt	126
1249.txt	413
1033.txt	2712
119.txt	948
962.txt	1170
1720.txt	619
1635.txt	79
1808.txt	863
1979.txt	264
1590.txt	1887
1763.txt	83
1936.txt	522
406.txt	1483
1849.txt	1119
503.txt	355
9.txt	1064
1954.txt	418
325.txt	332
414.txt	525
155.txt	282
1230.txt	1404
244.txt	920
1222.txt	1837
236.txt	282
1311.txt	1043
147.txt	2069
396.txt	85
56.txt	4251
590.txt	1000
968.txt	683
477.txt	758
574.txt	2893
1117.txt	188
1141.txt	118
80.txt	1181
887.txt	2291
1865.txt	268
260.txt	1845
1784.txt	1220
1060.txt	1809
1962.txt	414
1382.txt	1998
1099.txt	765
1188.txt	583
914.txt	93
1463.txt	4164
1284.txt	239
1632.txt	1976
833.txt	1062
1811.txt	287
1519.txt	938
816.txt	7101
1269.txt	1543
1730.txt	830
1713.txt	435
549.txt	4450
1802.txt	168
1028.txt	9632
1109.txt	636
485.txt	2066
566.txt	993
1617.txt	697
468.txt	98
581.txt	287
1873.txt	1737
1890.txt	376
976.txt	104
662.txt	787
1365.txt	759
387.txt	866
1777.txt	4565
431.txt	861
1769.txt	3927
1132.txt	60
423.txt	86
1939.txt	6098
172.txt	494
1035.txt	1410
334.txt	597
510.txt	449
1124.txt	3952
1019.txt	231
138.txt	6275
227.txt	4681
162.txt	432
557.txt	331
340.txt	2980
1706.txt	1684
39.txt	1699
494.txt	331
1686.txt	239
985.txt	704
905.txt	1237
1945.txt	921
808.txt	2656
298.txt	495
63.txt	100
101.txt	390
670.txt	5348
1215.txt	727
789.txt	3580
318.txt	1801
1609.txt	70
1882.txt	8370
1471.txt	1505
1543.txt	127
1560.txt	1839
1454.txt	7900
842.txt	341
992.txt	133
1437.txt	2553
825.txt	1820
1195.txt	105
1526.txt	483
1722.txt	693
1375.txt	2838
736.txt	214
1358.txt	1901
1650.txt	152
753.txt	878
1447.txt	63
1597.txt	1404
73.txt	1668
251.txt	985
1537.txt	693
629.txt	359
921.txt	447
1400.txt	1003
1291.txt	1924
646.txt	2663
896.txt	344
879.txt	170
1052.txt	96
1793.txt	1479
1304.txt	1878
742.txt	131
270.txt	9734
262.txt	221
394.txt	2773
1980.txt	477
351.txt	82
1697.txt	329
157.txt	1140
1050.txt	67
572.txt	3723
1115.txt	2033
1867.txt	1087
1875.txt	1595
889.txt	7277
1669.txt	736
323.txt	7065
501.txt	1817
1545.txt	855
129.txt	51
1626.txt	1172
416.txt	102
1550.txt	725
238.txt	1329
459.txt	4661
831.txt	1608
242.txt	240
58.txt	2874
1847.txt	433
1804.txt	487
479.txt	1949
1704.txt	60
487.txt	89
818.txt	49
974.txt	261
931.txt	1405
916.txt	2817
1286.txt	403
592.txt	218
1960.txt	92
1380.txt	2697
664.txt	1297
1367.txt	4073
1045.txt	244
718.txt	1667
1952.txt	254
1371.txt	646
408.txt	1400
1732.txt	262
1186.txt	1751
1775.txt	340
1143.txt	291
903.txt	1118
1267.txt	1588
959.txt	394
1224.txt	611
521.txt	385
1480.txt	314
564.txt	1038
229.txt	639
1839.txt	187
342.txt	1344
1688.txt	777
1043.txt	3306
644.txt	647
1000.txt	149
987.txt	744
1009.txt	1918
1619.txt	1024
308.txt	219
316.txt	280
492.txt	2455
1302.txt	178
1795.txt	377
164.txt	774
1947.txt	597
385.txt	2607
1880.txt	210
751.txt	564
379.txt	990
1452.txt	99
1630.txt	755
421.txt	621
1037.txt	158
336.txt	1112
1339.txt	2713
1517.txt	2741
1122.txt	63
1373.txt	3185
1330.txt	1263
1767.txt	1074
1724.txt	608
851.txt	705
894.txt	347
37.txt	1118
966.txt	87
1217.txt	404
923.txt	1516
1624.txt	375
1293.txt	1444
1552.txt	1006
1595.txt	203
559.txt	154
672.txt	1660
1071.txt	350
1439.txt	2356
1588.txt	3050
787.txt	251
1473.txt	1778
638.txt	294
744.txt	1029
1524.txt	2254
65.txt	1145
1919.txt	6175
1193.txt	134
170.txt	1607
1150.txt	4426
1695.txt	1099
994.txt	209
823.txt	1907
1652.txt	1483
738.txt	175
1402.txt	2405
601.txt	3816
1445.txt	905
136.txt	1675
71.txt	490
538.txt	1843
910.txt	1527
1628.txt	311
1717.txt	573
1911.txt	1062
457.txt	1021
996.txt	387
112.txt	1469
198.txt	2026
1354.txt	2765
368.txt	5001
740.txt	4877
1443.txt	444
1482.txt	92
651.txt	245
1613.txt	562
13.txt	1427
353.txt	367
925.txt	1317
1024.txt	494
1699.txt	5171
1741.txt	67
1369.txt	98
1184.txt	1654
481.txt	731
1958.txt	67
844.txt	259
127.txt	340
666.txt	731
716.txt	1845
1128.txt	440
1039.txt	910
496.txt	205
1056.txt	169
410.txt	645
957.txt	51
585.txt	9762
1926.txt	901
1854.txt	2756
1226.txt	656
1773.txt	520
329.txt	2492
1943.txt	879
1756.txt	994
523.txt	87
859.txt	785
1845.txt	522
1788.txt	726
442.txt	106
1982.txt	165
829.txt	67
1113.txt	51
1199.txt	650
425.txt	3182
570.txt	121
1297.txt	684
594.txt	1342
1211.txt	3246
314.txt	70
1241.txt	353
1997.txt	865
1702.txt	1082
1869.txt	291
1830.txt	5227
1280.txt	760
67.txt	1819
529.txt	4366
1167.txt	698
466.txt	936
553.txt	112
642.txt	730
1426.txt	1120
1041.txt	50
1973.txt	4138
1726.txt	2388
514.txt	822
383.txt	541
1515.txt	1253
1295.txt	326
1258.txt	101
451.txt	165
1643.txt	1710
942.txt	1520
1902.txt	1876
814.txt	108
1386.txt	385
1797.txt	89
28.txt	12374
1497.txt	440
1988.txt	1079
255.txt	145
1711.txt	337
1300.txt	113
1411.txt	49
1500.txt	3747
151.txt	2522
657.txt	116
1586.txt	621
1917.txt	3523
1569.txt	100
1152.txt	156
868.txt	1653
1782.txt	2310
1080.txt	1200
710.txt	3649
52.txt	145
885.txt	108
223.txt	1815
99.txt	1473
796.txt	3266
770.txt	885
240.txt	1104
1315.txt	470
294.txt	675
870.txt	98
1571.txt	3255
183.txt	1313
853.txt	2761
1554.txt	956
981.txt	2930
1682.txt	271
785.txt	93
1458.txt	299
166.txt	1167
725.txt	95
1095.txt	126
84.txt	250
1441.txt	366
1069.txt	293
1484.txt	1485
1026.txt	1381
181.txt	666
1786.txt	763
483.txt	1151
440.txt	1693
1182.txt	1114
1999.txt	107
1913.txt	4292
1743.txt	133
1956.txt	102
668.txt	3447
82.txt	105
714.txt	359
1700.txt	612
757.txt	519
625.txt	3062
1328.txt	1798
1054.txt	133
998.txt	4017
1928.txt	607
1011.txt	1433
912.txt	649
955.txt	758
653.txt	642
1399.txt	629
696.txt	301
1356.txt	1299
1771.txt	3343
1313.txt	1493
781.txt	105
610.txt	843
729.txt	2612
1615.txt	539
568.txt	147
312.txt	167
525.txt	2375
355.txt	126
1941.txt	913
1197.txt	952
1658.txt	1351
1154.txt	168
427.txt	872
540.txt	87
1111.txt	93
681.txt	1242
1871.txt	349
398.txt	665
1384.txt	1061
1828.txt	282
1341.txt	1762
455.txt	826
498.txt	109
1715.txt	451
1758.txt	317
1126.txt	289
596.txt	218
583.txt	591
412.txt	1284
1169.txt	412
1813.txt	1355
1886.txt	116
927.txt	350
1800.txt	1624
327.txt	750
1984.txt	165
1899.txt	801
1856.txt	719
1843.txt	1510
1556.txt	139
210.txt	385
1971.txt	1925
512.txt	5730
1599.txt	41
812.txt	88
555.txt	93
598.txt	2719
1299.txt	263
1513.txt	2964
898.txt	520
855.txt	822
1256.txt	246
1213.txt	563
1815.txt	653
69.txt	825
296.txt	1010
1884.txt	240
1841.txt	254
1858.txt	3750
253.txt	4687
1228.txt	106
527.txt	124
26.txt	1393
1900.txt	351
1282.txt	723
1528.txt	918
827.txt	2600
640.txt	536
683.txt	2560
225.txt	1820
268.txt	662
983.txt	464
97.txt	2335
11.txt	2955
54.txt	470
1641.txt	2174
940.txt	171
1684.txt	103
125.txt	663
698.txt	1041
168.txt	562
1456.txt	597
381.txt	363
727.txt	1409
1097.txt	230
655.txt	1350
612.txt	1966
1499.txt	1261
840.txt	1738
883.txt	424
1584.txt	364
1413.txt	1199
1541.txt	1529
1082.txt	613
1428.txt	199
755.txt	256
712.txt	179
196.txt	2497
153.txt	271
110.txt	2443
627.txt	391
281.txt	2004
798.txt	1963
767.txt	642
961.txt	106
1318.txt	3924
589.txt	695
929.txt	8178
33.txt	5734
864.txt	3438
17.txt	296
1494.txt	2011
880.txt	115
686.txt	2986
1672.txt	228
1397.txt	203
1575.txt	838
1350.txt	942
783.txt	1196
1075.txt	294
1753.txt	1193
1172.txt	912
1656.txt	1388
310.txt	313
1559.txt	417
1478.txt	107
1931.txt	5912
116.txt	148
1850.txt	1876
607.txt	755
1091.txt	91
213.txt	765
429.txt	133
704.txt	10332
1818.txt	1628
623.txt	117
720.txt	615
1915.txt	173
801.txt	12959
445.txt	1956
526.txt	1320
1737.txt	138
1834.txt	1874
348.txt	1378
132.txt	5833
1021.txt	1709
186.txt	4226
461.txt	459
380.txt	153
542.txt	639
96.txt	2719
1102.txt	878
267.txt	1756
1969.txt	107
470.txt	1019
1888.txt	4059
195.txt	1185
1897.txt	708
1728.txt	916
713.txt	201
1156.txt	234
1978.txt	497
1647.txt	99
1809.txt	313
438.txt	2531
1922.txt	44
107.txt	1179
1431.txt	504
1591.txt	434
1237.txt	153
276.txt	3696
220.txt	2002
551.txt	2673
301.txt	2246
632.txt	172
848.txt	56
357.txt	1235
1512.txt	2490
792.txt	427
24.txt	3544
695.txt	1335
1505.txt	2254
936.txt	1620
40.txt	260
1582.txt	3170
1485.txt	1554
970.txt	708
758.txt	114
774.txt	929
42.txt	2073
1760.txt	395
499.txt	1433
871.txt	659
1469.txt	316
1744.txt	547
1181.txt	1167
1084.txt	76
519.txt	116
1408.txt	214
1147.txt	1112
1422.txt	1505
1600.txt	151
1325.txt	147
1309.txt	405
1068.txt	1930
857.txt	6035
1246.txt	1585
1521.txt	572
1343.txt	2050
954.txt	5563
679.txt	326
283.txt	435
339.txt	2952
1798.txt	620
1827.txt	3873
89.txt	1893
373.txt	163
3.txt	185
1994.txt	3168
1014.txt	72
206.txt	93
177.txt	169
452.txt	1074
1906.txt	375
78.txt	242
1253.txt	2300
1163.txt	3113
535.txt	86
810.txt	231
1415.txt	622
1940.txt	1330
1003.txt	10
1665.txt	1388
614.txt	358
123.txt	670
1573.txt	925
1158.txt	493
1530.txt	596
1492.txt	2323
1654.txt	1366
1271.txt	319
1751.txt	527
1638.txt	341
1417.txt	433
846.txt	97
1093.txt	2458
803.txt	2290
1611.txt	601
722.txt	2434
1239.txt	2257
1832.txt	673
900.txt	210
943.txt	2275
587.txt	6526
51.txt	2184
765.txt	4452
366.txt	72
94.txt	243
1593.txt	2170
544.txt	1100
1496.txt	49
150.txt	2877
1251.txt	234
114.txt	615
1719.txt	981
193.txt	1603
15.txt	2305
1030.txt	1147
1852.txt	173
1073.txt	832
285.txt	2053
1895.txt	67
1170.txt	940
463.txt	261
1674.txt	196
290.txt	368
508.txt	253
436.txt	792
1933.txt	1227
630.txt	261
1967.txt	266
702.txt	2141
1924.txt	584
1976.txt	3052
109.txt	8459
222.txt	145
1510.txt	238
1066.txt	419
621.txt	220
1023.txt	784
1739.txt	113
1681.txt	1196
472.txt	3895
141.txt	120
391.txt	96
278.txt	397
1100.txt	7433
265.txt	411
1316.txt	1586
1487.txt	2197
85.txt	2966
609.txt	612
688.txt	300
517.txt	308
184.txt	3372
1568.txt	2407
1395.txt	1666
1352.txt	687
1602.txt	1528
1424.txt	771
1467.txt	216
873.txt	934
1645.txt	145
1580.txt	130
1345.txt	647
359.txt	2189
952.txt	182
537.txt	6599
1904.txt	2656
1388.txt	921
938.txt	80
1523.txt	2435
121.txt	2568
1566.txt	1621
972.txt	120
1244.txt	1035
1201.txt	1216
87.txt	1040
44.txt	407
918.txt	683
1165.txt	5618
1503.txt	961
794.txt	511
1086.txt	1081
839.txt	1733
258.txt	2153
364.txt	58
1667.txt	3316
1323.txt	882
321.txt	559
215.txt	3184
371.txt	595
443.txt	118
400.txt	358
1138.txt	459
337.txt	357
292.txt	1090
616.txt	107
1825.txt	2517
659.txt	14572
693.txt	346
866.txt	260
1059.txt	2553
22.txt	665
650.txt	1040
1789.txt	5466
179.txt	232
1746.txt	1518
1016.txt	1922
1996.txt	608
1780.txt	127
1.txt	1171
772.txt	956
945.txt	2408
92.txt	2838
821.txt	509
449.txt	617
988.txt	58
1539.txt	700
1636.txt	117
708.txt	3370
76.txt	3738
546.txt	1440
562.txt	762
1176.txt	342
1001.txt	2915
191.txt	46
1451.txt	120
287.txt	81
1079.txt	3086
1990.txt	561
1393.txt	4501
1490.txt	6277
1435.txt	94
1338.txt	69
1893.txt	435
272.txt	1399
1532.txt	58
1877.txt	1655
434.txt	668
159.txt	734
747.txt	580
531.txt	106
208.txt	2862
5.txt	1313
763.txt	1364
1419.txt	4309
949.txt	1760
402.txt	117
175.txt	3581
305.txt	772
143.txt	1347
1489.txt	3701
1064.txt	1748
1692.txt	7680
1420.txt	1018
860.txt	210
1145.txt	2883
1764.txt	620
1579.txt	91
965.txt	5199
1307.txt	874
506.txt	1120
1032.txt	5819
1474.txt	1023
1935.txt	1305
1965.txt	1572
1604.txt	59
1273.txt	2385
233.txt	82
263.txt	3046
805.txt	82
344.txt	390
950.txt	688
675.txt	2079
1192.txt	426
474.txt	648
202.txt	3113
1548.txt	990
105.txt	604
377.txt	1406
1823.txt	344
618.txt	224
979.txt	3879
1264.txt	1207
1805.txt	1760
490.txt	283
731.txt	7212
1088.txt	2973
837.txt	228
1104.txt	160
1465.txt	241
875.txt	143
1460.txt	728
1007.txt	502
778.txt	545
891.txt	2631
1564.txt	1689
1203.txt	1341
1661.txt	6920
636.txt	2477
1289.txt	62
1861.txt	666
62.txt	1940
1136.txt	2534
1509.txt	92
488.txt	988
20.txt	1856
691.txt	3786
1208.txt	3591
46.txt	6394
1951.txt	1097
418.txt	208
1404.txt	3547
1676.txt	1860
249.txt	2011
1748.txt	80
1332.txt	1835
819.txt	48
1120.txt	388
134.txt	645
909.txt	528
947.txt	1198
1219.txt	1503
603.txt	4891
1838.txt	1783
217.txt	105
578.txt	4211
362.txt	3231
35.txt	4481
1321.txt	351
330.txt	229
1046.txt	1405
1733.txt	171
1622.txt	516
1347.txt	1251
1131.txt	888
932.txt	3168
1949.txt	3014
1891.txt	521
1476.txt	4596
130.txt	947
1174.txt	657
1336.txt	735
661.txt	254
1379.txt	198
1433.txt	819
706.txt	1444
74.txt	411
749.txt	815
1735.txt	859
1190.txt	433
404.txt	278
173.txt	4569
1778.txt	142
807.txt	435
7.txt	625
447.txt	781
1863.txt	1245
319.txt	869
1275.txt	1011
161.txt	1222
862.txt	215
31.txt	993
1178.txt	1346
432.txt	1106
1391.txt	993
1534.txt	851
560.txt	404
1577.txt	1535
145.txt	1238
1992.txt	1067
188.txt	3388
118.txt	664
1305.txt	128
1606.txt	173
389.txt	276
303.txt	1970
1278.txt	296
274.txt	1647
231.txt	3833
1235.txt	394
1062.txt	1412
346.txt	510
1363.txt	3567
790.txt	104
920.txt	1126
1762.txt	360
1634.txt	2318
1260.txt	600
1649.txt	1616
289.txt	680
963.txt	518
835.txt	235
504.txt	632
1034.txt	2019
1077.txt	608
19.txt	261
1963.txt	976
1920.txt	1160
1149.txt	156
1106.txt	337
1807.txt	700
1937.txt	3364
677.txt	3045
360.txt	928
1663.txt	1553
1262.txt	6186
1620.txt	528
219.txt	813
634.txt	259
1205.txt	1444
1708.txt	1988
1248.txt	827
1562.txt	2837
1134.txt	2220
103.txt	682
776.txt	1774
1361.txt	87
1449.txt	862
1821.txt	864
733.txt	2083
476.txt	200
1233.txt	131
1406.txt	88
1836.txt	2204
1879.txt	1804
533.txt	839
576.txt	1694
1908.txt	2179
648.txt	1044
1349.txt	95
1161.txt	1117
605.txt	1955
1005.txt	292
1048.txt	1097
907.txt	240
877.txt	2118
990.txt	3930
761.txt	862
1690.txt	1151
60.txt	262
1791.txt	1322
977.txt	669
1206.txt	1602
934.txt	724
48.txt	2860
247.txt	135
1507.txt	1508
332.txt	750
548.txt	1138
375.txt	1022
204.txt	690
1377.txt	132
1334.txt	1062
1678.txt	56
1462.txt	195
1938.txt	1594
317.txt	607
1946.txt	240
511.txt	982
139.txt	756
1768.txt	677
600.txt	302
1857.txt	78
228.txt	92
341.txt	2971
1133.txt	421
1044.txt	7320
430.txt	5369
1125.txt	327
422.txt	783
1036.txt	947
333.txt	290
299.txt	258
1214.txt	104
671.txt	2
752.txt	7579
163.txt	202
1881.txt	356
1687.txt	1811
984.txt	3327
906.txt	766
809.txt	824
493.txt	5674
1196.txt	793
1640.txt	1917
1357.txt	1134
1374.txt	438
100.txt	1611
728.txt	394
1721.txt	5394
1390.txt	369
1446.txt	435
639.txt	2148
1292.txt	1760
1608.txt	2339
647.txt	933
1536.txt	1312
841.txt	1333
1455.txt	54
1544.txt	266
922.txt	3290
1625.txt	2827
1527.txt	337
64.txt	504
1438.txt	2243
558.txt	402
824.txt	269
743.txt	1532
1303.txt	4044
760.txt	166
1792.txt	930
72.txt	171
799.txt	1039
252.txt	53
49.txt	135
895.txt	1030
1598.txt	418
1679.txt	867
171.txt	160
1696.txt	447
10.txt	49
993.txt	1139
245.txt	99
1866.txt	659
520.txt	529
1051.txt	1542
156.txt	449
1955.txt	560
261.txt	1747
1310.txt	2500
148.txt	1330
1221.txt	639
8.txt	1075
502.txt	8138
324.txt	4249
1108.txt	616
235.txt	1285
969.txt	1673
413.txt	987
1142.txt	886
1231.txt	860
832.txt	599
735.txt	2208
1783.txt	3479
57.txt	496
1961.txt	516
395.txt	628
1848.txt	117
591.txt	318
573.txt	407
1179.txt	1037
1118.txt	518
1285.txt	840
1801.txt	2571
975.txt	345
1268.txt	622
1712.txt	53
1470.txt	861
1633.txt	66
1381.txt	309
567.txt	2054
1464.txt	1702
1189.txt	1072
1705.txt	3376
1616.txt	88
478.txt	216
904.txt	365
1812.txt	1630
90.txt	575
680.txt	533
1872.txt	143
388.txt	3161
663.txt	126
719.txt	903
1089.txt	125
467.txt	2391
1364.txt	149
484.txt	4261
407.txt	1435
1759.txt	932
1029.txt	65
1776.txt	65
915.txt	2993
1123.txt	476
1794.txt	303
1018.txt	8206
1042.txt	39
165.txt	1894
343.txt	707
1301.txt	253
386.txt	958
307.txt	924
986.txt	530
1689.txt	861
491.txt	384
815.txt	1424
420.txt	1689
637.txt	1662
1766.txt	1392
1723.txt	1407
1453.txt	57
1038.txt	466
335.txt	960
1410.txt	268
378.txt	644
1294.txt	426
750.txt	1758
1216.txt	2483
1259.txt	2347
1631.txt	487
886.txt	99
673.txt	1533
737.txt	1570
843.txt	301
788.txt	3305
1623.txt	44
70.txt	475
745.txt	936
1472.txt	726
893.txt	102
1596.txt	2656
38.txt	1059
1151.txt	1029
850.txt	1491
1553.txt	1734
1194.txt	1811
1070.txt	649
137.txt	176
1694.txt	2152
1651.txt	8145
1444.txt	2184
1401.txt	489
602.txt	102
1948.txt	149
1359.txt	659
250.txt	5364
66.txt	4909
645.txt	98
822.txt	3091
1538.txt	6993
1525.txt	691
1874.txt	1165
237.txt	1044
830.txt	575
393.txt	85
59.txt	1164
271.txt	510
1981.txt	779
350.txt	1072
571.txt	1662
995.txt	815
1116.txt	604
888.txt	94
1546.txt	412
209.txt	330
1803.txt	18490
1846.txt	1006
1589.txt	710
243.txt	927
717.txt	330
200.txt	540
322.txt	1108
924.txt	450
158.txt	1252
458.txt	4266
415.txt	502
500.txt	2091
967.txt	886
1551.txt	203
665.txt	3667
1518.txt	1947
593.txt	2505
1810.txt	930
1366.txt	1521
973.txt	93
1372.txt	8579
486.txt	588
409.txt	691
1774.txt	435
1287.txt	601
930.txt	2344
917.txt	3119
1868.txt	3085
522.txt	380
315.txt	7769
1266.txt	957
1731.txt	1108
565.txt	110
1223.txt	85
1703.txt	331
1144.txt	733
817.txt	1446
1187.txt	443
1953.txt	5106
1910.txt	545
1618.txt	1388
309.txt	184
902.txt	79
899.txt	1416
813.txt	3057
643.txt	362
1903.txt	210
724.txt	3692
1814.txt	99
1989.txt	793
1725.txt	513
384.txt	74
68.txt	444
1540.txt	2162
1168.txt	701
554.txt	187
1257.txt	51
465.txt	169
1796.txt	482
1385.txt	6326
795.txt	6214
1974.txt	1006
256.txt	2468
1710.txt	4066
941.txt	283
1829.txt	1425
