569.txt	344
1281.txt	1208
1516.txt	836
1644.txt	1007
450.txt	821
1781.txt	492
771.txt	615
152.txt	92
1498.txt	491
224.txt	426
241.txt	941
1314.txt	193
1668.txt	907
515.txt	4946
1501.txt	442
1412.txt	1317
1587.txt	87
867.txt	662
167.txt	80
786.txt	4411
700.txt	1507
1040.txt	433
1427.txt	64
739.txt	2334
1329.txt	861
884.txt	1318
756.txt	1608
295.txt	191
280.txt	213
1555.txt	2118
852.txt	1812
1572.txt	51
658.txt	5139
53.txt	4359
1918.txt	135
1683.txt	243
980.txt	422
1094.txt	1090
113.txt	379
1459.txt	1297
1998.txt	108
715.txt	234
83.txt	323
741.txt	477
652.txt	95
1353.txt	2163
1442.txt	1027
456.txt	1198
1612.txt	5236
367.txt	689
1912.txt	1717
926.txt	2772
1787.txt	154
182.txt	1446
199.txt	1711
1698.txt	98
1010.txt	2987
480.txt	1974
239.txt	1503
1740.txt	49
1927.txt	1529
1185.txt	77
1570.txt	627
667.txt	839
1368.txt	798
780.txt	746
911.txt	538
14.txt	50
128.txt	337
539.txt	167
1627.txt	207
352.txt	516
1025.txt	564
997.txt	130
1153.txt	56
958.txt	258
1772.txt	683
1225.txt	645
29.txt	1399
1242.txt	9458
524.txt	389
1755.txt	14592
1844.txt	1724
399.txt	5396
1057.txt	2326
495.txt	269
584.txt	117
1129.txt	272
1659.txt	324
328.txt	805
1855.txt	1277
595.txt	107
1296.txt	196
1481.txt	643
1210.txt	1430
1701.txt	2262
1370.txt	301
1716.txt	504
424.txt	3095
1983.txt	1595
313.txt	4
441.txt	117
1114.txt	1460
1255.txt	320
1212.txt	486
1298.txt	1025
254.txt	345
1840.txt	105
211.txt	10808
1972.txt	5441
297.txt	271
1883.txt	2150
528.txt	2397
854.txt	1348
811.txt	91
1557.txt	119
580.txt	483
1514.txt	771
1987.txt	1174
269.txt	724
641.txt	651
226.txt	1023
1901.txt	1563
1944.txt	658
684.txt	126
1227.txt	1618
382.txt	741
1859.txt	315
1816.txt	350
556.txt	173
513.txt	6566
27.txt	263
1529.txt	159
599.txt	114
826.txt	109
869.txt	448
754.txt	438
711.txt	2559
126.txt	130
1429.txt	114
1916.txt	6244
169.txt	2036
1081.txt	3397
1959.txt	1514
613.txt	1819
656.txt	81
797.txt	2368
55.txt	3040
98.txt	1591
699.txt	225
12.txt	298
1642.txt	1216
982.txt	1414
1685.txt	1819
197.txt	320
111.txt	7260
1053.txt	472
726.txt	1081
897.txt	5136
1096.txt	329
1414.txt	567
154.txt	338
769.txt	112
1457.txt	486
628.txt	260
282.txt	692
1542.txt	301
882.txt	2521
1585.txt	688
1670.txt	1325
928.txt	991
1183.txt	2322
1785.txt	4189
1742.txt	102
369.txt	213
326.txt	1377
669.txt	1100
1327.txt	178
626.txt	772
1027.txt	286
1629.txt	194
1929.txt	2300
482.txt	203
1914.txt	99
81.txt	543
654.txt	99
1398.txt	2202
1770.txt	2414
697.txt	3100
1957.txt	72
1312.txt	6705
397.txt	633
1355.txt	49
782.txt	140
611.txt	60
180.txt	365
1614.txt	3395
1657.txt	1190
1483.txt	1872
1098.txt	5132
1440.txt	1075
1055.txt	1668
1012.txt	1528
1140.txt	56
682.txt	155
1985.txt	924
1870.txt	653
1340.txt	552
311.txt	440
1757.txt	3331
354.txt	584
1240.txt	699
1942.txt	9
999.txt	1656
469.txt	151
1283.txt	108
828.txt	590
1198.txt	650
913.txt	375
1112.txt	3295
956.txt	702
1155.txt	461
426.txt	2860
582.txt	189
1885.txt	1680
1714.txt	1155
1842.txt	1337
1970.txt	3399
497.txt	9139
1383.txt	687
1729.txt	700
411.txt	266
1127.txt	836
454.txt	207
